year_month,person,screen_time_seconds
2017-12,jon scott,7942
2018-01,jon scott,7905
2018-02,jon scott,6256
2018-03,jon scott,6296
2018-04,jon scott,4433
2018-05,jon scott,6175
2018-06,jon scott,3957
2018-07,jon scott,4250
2018-08,jon scott,6284
2018-09,jon scott,6784
2018-10,jon scott,7510
2018-11,jon scott,4734
2018-12,jon scott,4757
2019-01,jon scott,3031
2019-02,jon scott,4412
2019-03,jon scott,7518
2019-04,jon scott,3658
2019-05,jon scott,6476
2019-06,jon scott,5263
2019-07,jon scott,5251
2019-08,jon scott,12387
2019-09,jon scott,3990
2019-10,jon scott,4421
2019-11,jon scott,3895
2019-12,jon scott,5043
2020-01,jon scott,5309
2020-02,jon scott,3310
2020-03,jon scott,4498
2020-04,jon scott,3887
2020-05,jon scott,3887
2020-06,jon scott,6803
2020-07,jon scott,9196
2010-01,joy-ann reid,0
2010-02,joy-ann reid,3
2010-03,joy-ann reid,0
2010-04,joy-ann reid,0
2010-05,joy-ann reid,0
2010-06,joy-ann reid,0
2010-07,joy-ann reid,0
2010-08,joy-ann reid,876
2010-09,joy-ann reid,585
2010-10,joy-ann reid,2712
2010-11,joy-ann reid,1497
2010-12,joy-ann reid,456
2011-01,joy-ann reid,387
2011-02,joy-ann reid,408
2011-03,joy-ann reid,132
2011-04,joy-ann reid,423
2011-05,joy-ann reid,366
2011-06,joy-ann reid,285
2011-07,joy-ann reid,957
2011-08,joy-ann reid,990
2011-09,joy-ann reid,1254
2011-10,joy-ann reid,1107
2011-11,joy-ann reid,1464
2011-12,joy-ann reid,2133
2012-01,joy-ann reid,3861
2012-02,joy-ann reid,2301
2012-03,joy-ann reid,4506
2012-04,joy-ann reid,4431
2012-05,joy-ann reid,3191
2012-06,joy-ann reid,5129
2012-07,joy-ann reid,5576
2012-08,joy-ann reid,5121
2012-09,joy-ann reid,12251
2012-10,joy-ann reid,11622
2012-11,joy-ann reid,15768
2012-12,joy-ann reid,16207
2013-01,joy-ann reid,14607
2013-02,joy-ann reid,11852
2013-03,joy-ann reid,17316
2013-04,joy-ann reid,7498
2013-05,joy-ann reid,10491
2013-06,joy-ann reid,15221
2013-07,joy-ann reid,21455
2013-08,joy-ann reid,13816
2013-09,joy-ann reid,7473
2013-10,joy-ann reid,9618
2013-11,joy-ann reid,9724
2013-12,joy-ann reid,13445
2014-01,joy-ann reid,9407
2014-02,joy-ann reid,15278
2014-03,joy-ann reid,12553
2014-04,joy-ann reid,21819
2014-05,joy-ann reid,12884
2014-06,joy-ann reid,13163
2014-07,joy-ann reid,12121
2014-08,joy-ann reid,12723
2014-09,joy-ann reid,9966
2014-10,joy-ann reid,10154
2014-11,joy-ann reid,8082
2014-12,joy-ann reid,7856
2015-01,joy-ann reid,6840
2015-02,joy-ann reid,9206
2015-03,joy-ann reid,4522
2015-04,joy-ann reid,9493
2015-05,joy-ann reid,5077
2015-06,joy-ann reid,4702
2015-07,joy-ann reid,7179
2015-08,joy-ann reid,4855
2015-09,joy-ann reid,4655
2015-10,joy-ann reid,4354
2015-11,joy-ann reid,3179
2015-12,joy-ann reid,9101
2016-01,joy-ann reid,5438
2016-02,joy-ann reid,11048
2016-03,joy-ann reid,13796
2016-04,joy-ann reid,11966
2016-05,joy-ann reid,12041
2016-06,joy-ann reid,13594
2016-07,joy-ann reid,26458
2016-08,joy-ann reid,18177
2016-09,joy-ann reid,20131
2016-10,joy-ann reid,17391
2016-11,joy-ann reid,16469
2016-12,joy-ann reid,18414
2017-01,joy-ann reid,21262
2017-02,joy-ann reid,11676
2017-03,joy-ann reid,17106
2017-04,joy-ann reid,22771
2017-05,joy-ann reid,18667
2017-06,joy-ann reid,18708
2017-07,joy-ann reid,18145
2017-08,joy-ann reid,23882
2017-09,joy-ann reid,15010
2017-10,joy-ann reid,11958
2017-11,joy-ann reid,15658
2017-12,joy-ann reid,20925
2018-01,joy-ann reid,34196
2018-02,joy-ann reid,17799
2018-03,joy-ann reid,16020
2018-04,joy-ann reid,17300
2018-05,joy-ann reid,20290
2018-06,joy-ann reid,11611
2018-07,joy-ann reid,16775
2018-08,joy-ann reid,4204
2018-09,joy-ann reid,15163
2018-10,joy-ann reid,16373
2018-11,joy-ann reid,22073
2018-12,joy-ann reid,14765
2019-01,joy-ann reid,27260
2019-02,joy-ann reid,22817
2019-03,joy-ann reid,21128
2019-04,joy-ann reid,19928
2019-05,joy-ann reid,21250
2019-06,joy-ann reid,19335
2019-07,joy-ann reid,30200
2019-08,joy-ann reid,18968
2019-09,joy-ann reid,26070
2019-10,joy-ann reid,10053
2019-11,joy-ann reid,18356
2019-12,joy-ann reid,19359
2020-01,joy-ann reid,17735
2020-02,joy-ann reid,31306
2020-03,joy-ann reid,24119
2020-04,joy-ann reid,16560
2020-05,joy-ann reid,27604
2020-06,joy-ann reid,27739
2020-07,joy-ann reid,32155
2010-01,juan williams,9391
2010-02,juan williams,7582
2010-03,juan williams,9343
2010-04,juan williams,16527
2010-05,juan williams,5786
2010-06,juan williams,5777
2010-07,juan williams,16239
2010-08,juan williams,14643
2010-09,juan williams,9160
2010-10,juan williams,24198
2010-11,juan williams,14812
2010-12,juan williams,11268
2011-01,juan williams,12424
2011-02,juan williams,8659
2011-03,juan williams,12211
2011-04,juan williams,14047
2011-05,juan williams,10554
2011-06,juan williams,15306
2011-07,juan williams,9660
2011-08,juan williams,13243
2011-09,juan williams,8579
2011-10,juan williams,18653
2011-11,juan williams,15141
2011-12,juan williams,8074
2012-01,juan williams,14872
2012-02,juan williams,11444
2012-03,juan williams,9464
2012-04,juan williams,13056
2012-05,juan williams,10215
2012-06,juan williams,13305
2012-07,juan williams,13234
2012-08,juan williams,19865
2012-09,juan williams,8503
2012-10,juan williams,11630
2012-11,juan williams,9108
2012-12,juan williams,17207
2013-01,juan williams,10400
2013-02,juan williams,11361
2013-03,juan williams,8813
2013-04,juan williams,5755
2013-05,juan williams,9884
2013-06,juan williams,10730
2013-07,juan williams,13376
2013-08,juan williams,10381
2013-09,juan williams,9285
2013-10,juan williams,10422
2013-11,juan williams,11648
2013-12,juan williams,13235
2014-01,juan williams,8136
2014-02,juan williams,9005
2014-03,juan williams,7395
2014-04,juan williams,7658
2014-05,juan williams,9219
2014-06,juan williams,8166
2014-07,juan williams,9283
2014-08,juan williams,9066
2014-09,juan williams,9074
2014-10,juan williams,7675
2014-11,juan williams,13506
2014-12,juan williams,11073
2015-01,juan williams,8172
2015-02,juan williams,9400
2015-03,juan williams,11884
2015-04,juan williams,10323
2015-05,juan williams,14121
2015-06,juan williams,9828
2015-07,juan williams,11630
2015-08,juan williams,8125
2015-09,juan williams,7414
2015-10,juan williams,9980
2015-11,juan williams,10598
2015-12,juan williams,10555
2016-01,juan williams,9883
2016-02,juan williams,12046
2016-03,juan williams,13666
2016-04,juan williams,11963
2016-05,juan williams,13079
2016-06,juan williams,11517
2016-07,juan williams,10868
2016-08,juan williams,10813
2016-09,juan williams,12377
2016-10,juan williams,11984
2016-11,juan williams,11012
2016-12,juan williams,12802
2017-01,juan williams,12257
2017-02,juan williams,8775
2017-03,juan williams,12149
2017-04,juan williams,9263
2017-05,juan williams,15473
2017-06,juan williams,23055
2017-07,juan williams,26769
2017-08,juan williams,20649
2017-09,juan williams,24298
2017-10,juan williams,9478
2017-11,juan williams,11589
2017-12,juan williams,12280
2018-01,juan williams,15537
2018-02,juan williams,8717
2018-03,juan williams,13394
2018-04,juan williams,10816
2018-05,juan williams,10699
2018-06,juan williams,10791
2018-07,juan williams,12562
2018-08,juan williams,10841
2018-09,juan williams,7883
2018-10,juan williams,11847
2018-11,juan williams,10227
2018-12,juan williams,10401
2019-01,juan williams,10772
2019-02,juan williams,10707
2019-03,juan williams,10345
2019-04,juan williams,8892
2019-05,juan williams,11661
2019-06,juan williams,9470
2019-07,juan williams,11879
2019-08,juan williams,8232
2019-09,juan williams,10223
2019-10,juan williams,11994
2019-11,juan williams,12376
2019-12,juan williams,11147
2020-01,juan williams,11710
2020-02,juan williams,12892
2020-03,juan williams,18605
2020-04,juan williams,17675
2020-05,juan williams,20187
2020-06,juan williams,27068
2020-07,juan williams,25249
2010-01,karl rove,16354
2010-02,karl rove,8668
2010-03,karl rove,19596
2010-04,karl rove,11881
2010-05,karl rove,9110
2010-06,karl rove,3154
2010-07,karl rove,15245
2010-08,karl rove,16656
2010-09,karl rove,15960
2010-10,karl rove,22681
2010-11,karl rove,13788
2010-12,karl rove,9943
2011-01,karl rove,10103
2011-02,karl rove,7872
2011-03,karl rove,8786
2011-04,karl rove,12138
2011-05,karl rove,11240
2011-06,karl rove,9000
2011-07,karl rove,9373
2011-08,karl rove,13433
2011-09,karl rove,10071
2011-10,karl rove,14232
2011-11,karl rove,10452
2011-12,karl rove,10366
2012-01,karl rove,13967
2012-02,karl rove,15797
2012-03,karl rove,9359
2012-04,karl rove,10971
2012-05,karl rove,9884
2012-06,karl rove,13924
2012-07,karl rove,7698
2012-08,karl rove,15273
2012-09,karl rove,12711
2012-10,karl rove,13753
2012-11,karl rove,11293
2012-12,karl rove,2283
2013-01,karl rove,6413
2013-02,karl rove,15087
2013-03,karl rove,11483
2013-04,karl rove,6213
2013-05,karl rove,12439
2013-06,karl rove,10897
2013-07,karl rove,11709
2013-08,karl rove,10119
2013-09,karl rove,13492
2013-10,karl rove,10632
2013-11,karl rove,8963
2013-12,karl rove,8700
2014-01,karl rove,11850
2014-02,karl rove,6884
2014-03,karl rove,9510
2014-04,karl rove,7963
2014-05,karl rove,14701
2014-06,karl rove,3897
2014-07,karl rove,10334
2014-08,karl rove,6512
2014-09,karl rove,6278
2014-10,karl rove,8446
2014-11,karl rove,9989
2014-12,karl rove,7161
2015-01,karl rove,7574
2015-02,karl rove,7783
2015-03,karl rove,6015
2015-04,karl rove,7135
2015-05,karl rove,6789
2015-06,karl rove,4424
2015-07,karl rove,7296
2015-08,karl rove,5547
2015-09,karl rove,6580
2015-10,karl rove,4958
2015-11,karl rove,5309
2015-12,karl rove,4118
2016-01,karl rove,5021
2016-02,karl rove,9050
2016-03,karl rove,5938
2016-04,karl rove,6269
2016-05,karl rove,5706
2016-06,karl rove,4563
2016-07,karl rove,5839
2016-08,karl rove,8859
2016-09,karl rove,4416
2016-10,karl rove,11145
2016-11,karl rove,8728
2016-12,karl rove,7494
2017-01,karl rove,6732
2017-02,karl rove,5758
2017-03,karl rove,7417
2017-04,karl rove,4230
2017-05,karl rove,8318
2017-06,karl rove,3442
2017-07,karl rove,2725
2017-08,karl rove,4308
2017-09,karl rove,5453
2017-10,karl rove,4065
2017-11,karl rove,3752
2017-12,karl rove,4284
2018-01,karl rove,4830
2018-02,karl rove,7084
2018-03,karl rove,6777
2018-04,karl rove,6385
2018-05,karl rove,6236
2018-06,karl rove,3924
2018-07,karl rove,3930
2018-08,karl rove,4821
2018-09,karl rove,3334
2018-10,karl rove,7498
2018-11,karl rove,6995
2018-12,karl rove,4014
2019-01,karl rove,5495
2019-02,karl rove,3715
2019-03,karl rove,6274
2019-04,karl rove,7247
2019-05,karl rove,7170
2019-06,karl rove,5671
2019-07,karl rove,6946
2019-08,karl rove,6856
2019-09,karl rove,6279
2019-10,karl rove,7052
2019-11,karl rove,4563
2019-12,karl rove,8224
2020-01,karl rove,5379
2020-02,karl rove,7046
2020-03,karl rove,8093
2020-04,karl rove,6542
2020-05,karl rove,8328
2020-06,karl rove,8197
2020-07,karl rove,7696
2010-01,kate bolduan,894
2010-02,kate bolduan,1512
2010-03,kate bolduan,3055
2010-04,kate bolduan,1708
2010-05,kate bolduan,3151
2010-06,kate bolduan,2593
2010-07,kate bolduan,5742
2010-08,kate bolduan,5357
2010-09,kate bolduan,1895
2010-10,kate bolduan,4389
2010-11,kate bolduan,4219
2010-12,kate bolduan,4393
2011-01,kate bolduan,2343
2011-02,kate bolduan,2683
2011-03,kate bolduan,3883
2011-04,kate bolduan,1686
2011-05,kate bolduan,836
2011-06,kate bolduan,5409
2011-07,kate bolduan,14573
2011-08,kate bolduan,4991
2011-09,kate bolduan,4614
2011-10,kate bolduan,1704
2011-11,kate bolduan,3183
2011-12,kate bolduan,12397
2012-01,kate bolduan,3603
2012-02,kate bolduan,4975
2012-03,kate bolduan,8200
2012-04,kate bolduan,4786
2012-05,kate bolduan,4408
2012-06,kate bolduan,11197
2012-07,kate bolduan,6979
2012-08,kate bolduan,6968
2012-09,kate bolduan,3094
2012-10,kate bolduan,3824
2012-11,kate bolduan,4270
2012-12,kate bolduan,6405
2013-01,kate bolduan,6476
2013-02,kate bolduan,3860
2013-03,kate bolduan,2098
2013-04,kate bolduan,142
2013-05,kate bolduan,765
2013-06,kate bolduan,7435
2013-07,kate bolduan,21416
2013-08,kate bolduan,13141
2013-09,kate bolduan,10469
2013-10,kate bolduan,11364
2013-11,kate bolduan,9540
2013-12,kate bolduan,10636
2014-01,kate bolduan,11406
2014-02,kate bolduan,10279
2014-03,kate bolduan,6638
2014-04,kate bolduan,8223
2014-05,kate bolduan,8922
2014-06,kate bolduan,9969
2014-07,kate bolduan,12053
2014-08,kate bolduan,9132
2014-09,kate bolduan,7847
2014-10,kate bolduan,402
2014-11,kate bolduan,82
2014-12,kate bolduan,109
2015-01,kate bolduan,1307
2015-02,kate bolduan,4310
2015-03,kate bolduan,5378
2015-04,kate bolduan,4383
2015-05,kate bolduan,4802
2015-06,kate bolduan,4589
2015-07,kate bolduan,14061
2015-08,kate bolduan,12082
2015-09,kate bolduan,4677
2015-10,kate bolduan,7315
2015-11,kate bolduan,4613
2015-12,kate bolduan,12231
2016-01,kate bolduan,10029
2016-02,kate bolduan,9331
2016-03,kate bolduan,10916
2016-04,kate bolduan,8976
2016-05,kate bolduan,8478
2016-06,kate bolduan,11076
2016-07,kate bolduan,3826
2016-08,kate bolduan,9463
2016-09,kate bolduan,4369
2016-10,kate bolduan,6993
2016-11,kate bolduan,4299
2016-12,kate bolduan,16343
2017-01,kate bolduan,5523
2017-02,kate bolduan,16347
2017-03,kate bolduan,23088
2017-04,kate bolduan,22792
2017-05,kate bolduan,16767
2017-06,kate bolduan,22903
2017-07,kate bolduan,23705
2017-08,kate bolduan,18652
2017-09,kate bolduan,16512
2017-10,kate bolduan,21159
2017-11,kate bolduan,16104
2017-12,kate bolduan,15398
2018-01,kate bolduan,102
2018-02,kate bolduan,51
2018-03,kate bolduan,54
2018-04,kate bolduan,20272
2018-05,kate bolduan,27074
2018-06,kate bolduan,23122
2018-07,kate bolduan,19779
2018-08,kate bolduan,15386
2018-09,kate bolduan,36112
2018-10,kate bolduan,37134
2018-11,kate bolduan,29565
2018-12,kate bolduan,19051
2019-01,kate bolduan,21890
2019-02,kate bolduan,24747
2019-03,kate bolduan,18049
2019-04,kate bolduan,21196
2019-05,kate bolduan,25264
2019-06,kate bolduan,17828
2019-07,kate bolduan,23513
2019-08,kate bolduan,28803
2019-09,kate bolduan,17464
2019-10,kate bolduan,22654
2019-11,kate bolduan,15476
2019-12,kate bolduan,22546
2020-01,kate bolduan,10518
2020-02,kate bolduan,10535
2020-03,kate bolduan,10543
2020-04,kate bolduan,15744
2020-05,kate bolduan,19086
2020-06,kate bolduan,16735
2020-07,kate bolduan,36561
2010-01,katy tur,6
2010-02,katy tur,465
2010-03,katy tur,3
2010-04,katy tur,6
2010-05,katy tur,0
2010-06,katy tur,9
2010-07,katy tur,27
2010-08,katy tur,6
2010-09,katy tur,0
2010-10,katy tur,0
2010-11,katy tur,0
2010-12,katy tur,6
2011-01,katy tur,0
2011-02,katy tur,0
2011-03,katy tur,0
2011-04,katy tur,0
2011-05,katy tur,0
2011-06,katy tur,150
2011-07,katy tur,18
2011-08,katy tur,0
2011-09,katy tur,3
2011-10,katy tur,3
2011-11,katy tur,3
2011-12,katy tur,0
2012-01,katy tur,0
2012-02,katy tur,99
2012-03,katy tur,9
2012-04,katy tur,225
2012-05,katy tur,24
2012-06,katy tur,20
2012-07,katy tur,0
2012-08,katy tur,24
2012-09,katy tur,0
2012-10,katy tur,132
2012-11,katy tur,561
2012-12,katy tur,24
2013-01,katy tur,3
2013-02,katy tur,12
2013-03,katy tur,372
2013-04,katy tur,1572
2013-05,katy tur,219
2013-06,katy tur,9
2013-07,katy tur,195
2013-08,katy tur,684
2013-09,katy tur,32
2013-10,katy tur,306
2013-11,katy tur,564
2013-12,katy tur,486
2014-01,katy tur,234
2014-02,katy tur,66
2014-03,katy tur,486
2014-04,katy tur,1071
2014-05,katy tur,12
2014-06,katy tur,480
2014-07,katy tur,444
2014-08,katy tur,456
2014-09,katy tur,30
2014-10,katy tur,300
2014-11,katy tur,387
2014-12,katy tur,1128
2015-01,katy tur,857
2015-02,katy tur,199
2015-03,katy tur,2294
2015-04,katy tur,54
2015-05,katy tur,314
2015-06,katy tur,140
2015-07,katy tur,2456
2015-08,katy tur,6117
2015-09,katy tur,5484
2015-10,katy tur,7541
2015-11,katy tur,5576
2015-12,katy tur,7609
2016-01,katy tur,12449
2016-02,katy tur,12926
2016-03,katy tur,12126
2016-04,katy tur,10460
2016-05,katy tur,15780
2016-06,katy tur,12566
2016-07,katy tur,12606
2016-08,katy tur,14250
2016-09,katy tur,14495
2016-10,katy tur,12329
2016-11,katy tur,15762
2016-12,katy tur,11304
2017-01,katy tur,6164
2017-02,katy tur,17435
2017-03,katy tur,21623
2017-04,katy tur,13360
2017-05,katy tur,20225
2017-06,katy tur,17492
2017-07,katy tur,18104
2017-08,katy tur,16052
2017-09,katy tur,12947
2017-10,katy tur,10499
2017-11,katy tur,19496
2017-12,katy tur,15801
2018-01,katy tur,22306
2018-02,katy tur,19738
2018-03,katy tur,19182
2018-04,katy tur,15783
2018-05,katy tur,14607
2018-06,katy tur,16681
2018-07,katy tur,24371
2018-08,katy tur,24123
2018-09,katy tur,11916
2018-10,katy tur,15950
2018-11,katy tur,20665
2018-12,katy tur,14230
2019-01,katy tur,20436
2019-02,katy tur,15722
2019-03,katy tur,24818
2019-04,katy tur,5796
2019-05,katy tur,91
2019-06,katy tur,53
2019-07,katy tur,1486
2019-08,katy tur,1717
2019-09,katy tur,9556
2019-10,katy tur,19876
2019-11,katy tur,13427
2019-12,katy tur,11476
2020-01,katy tur,13433
2020-02,katy tur,14798
2020-03,katy tur,12326
2020-04,katy tur,14884
2020-05,katy tur,22398
2020-06,katy tur,22712
2020-07,katy tur,20448
2010-01,kimberly guilfoyle,8800
2010-02,kimberly guilfoyle,4344
2010-03,kimberly guilfoyle,4154
2010-04,kimberly guilfoyle,7874
2010-05,kimberly guilfoyle,3783
2010-06,kimberly guilfoyle,2348
2010-07,kimberly guilfoyle,2600
2010-08,kimberly guilfoyle,3009
2010-09,kimberly guilfoyle,5380
2010-10,kimberly guilfoyle,3729
2010-11,kimberly guilfoyle,4687
2010-12,kimberly guilfoyle,4922
2011-01,kimberly guilfoyle,4011
2011-02,kimberly guilfoyle,3258
2011-03,kimberly guilfoyle,2294
2011-04,kimberly guilfoyle,1530
2011-05,kimberly guilfoyle,2379
2011-06,kimberly guilfoyle,3288
2011-07,kimberly guilfoyle,6263
2011-08,kimberly guilfoyle,9419
2011-09,kimberly guilfoyle,8264
2011-10,kimberly guilfoyle,9798
2011-11,kimberly guilfoyle,11048
2011-12,kimberly guilfoyle,11775
2012-01,kimberly guilfoyle,7393
2012-02,kimberly guilfoyle,9512
2012-03,kimberly guilfoyle,11871
2012-04,kimberly guilfoyle,8948
2012-05,kimberly guilfoyle,8602
2012-06,kimberly guilfoyle,5825
2012-07,kimberly guilfoyle,7340
2012-08,kimberly guilfoyle,7108
2012-09,kimberly guilfoyle,6855
2012-10,kimberly guilfoyle,6678
2012-11,kimberly guilfoyle,6431
2012-12,kimberly guilfoyle,10114
2013-01,kimberly guilfoyle,7889
2013-02,kimberly guilfoyle,9590
2013-03,kimberly guilfoyle,8158
2013-04,kimberly guilfoyle,9853
2013-05,kimberly guilfoyle,10942
2013-06,kimberly guilfoyle,9883
2013-07,kimberly guilfoyle,13465
2013-08,kimberly guilfoyle,8697
2013-09,kimberly guilfoyle,8263
2013-10,kimberly guilfoyle,7859
2013-11,kimberly guilfoyle,9253
2013-12,kimberly guilfoyle,8888
2014-01,kimberly guilfoyle,9473
2014-02,kimberly guilfoyle,7713
2014-03,kimberly guilfoyle,6600
2014-04,kimberly guilfoyle,8185
2014-05,kimberly guilfoyle,13092
2014-06,kimberly guilfoyle,17295
2014-07,kimberly guilfoyle,12344
2014-08,kimberly guilfoyle,12438
